Time, Sample Count, IR Count, Red Count, Raw ECG, Raw ECG (mV), Filtered ECG, Filtered ECG (mV)
2023-11-07 12:18:15.901,51,56521,0,5509,1.686718075,31815,9.740957625
2023-11-07 12:18:15.902,52,90046,57290,-5697,-1.744278975,32020,9.8037235
2023-11-07 12:18:15.902,53,139194,106440,-2827,-0.865556725,23277,7.126835475
2023-11-07 12:18:15.902,54,188350,155595,-7762,-2.37653035,13421,4.109174675
2023-11-07 12:18:15.902,55,237501,204747,-3987,-1.220719725,9825,3.008169375
2023-11-07 12:18:15.904,56,286652,253900,5563,1.703251525,13961,4.274509175
2023-11-07 12:18:15.904,57,335808,303056,-969,-0.296683575,21395,6.550614125
2023-11-07 12:18:15.904,58,384956,352202,-11911,-3.646850425,26037,7.971878475
2023-11-07 12:18:15.904,59,406818,366575,-17127,-5.243859225,25020,7.6604985
2023-11-07 12:18:15.904,60,407137,366684,-15760,-4.825318,20202,6.18534735
2023-11-07 12:18:15.904,61,407419,366801,-19910,-6.09594425,15534,4.75612245
2023-11-07 12:18:15.904,62,407697,366890,-19739,-6.043588325,13977,4.279407975
2023-11-07 12:18:15.904,63,407937,366960,-19374,-5.93183445,15789,4.834197075
2023-11-07 12:18:15.904,64,408154,366986,-18229,-5.581264075,18821,5.762519675
2023-11-07 12:18:15.904,65,408354,367014,-23856,-7.3041108,20588,6.3035309
2023-11-07 12:18:15.904,66,408492,366976,-32787,-10.038559725,20326,6.22331305
2023-11-07 12:18:15.904,67,408597,366949,-34827,-10.663156725,17801,5.450221175
2023-11-07 12:18:15.981,68,408653,366859,-47023,-14.397267025,11686,3.57796105
2023-11-07 12:18:16.013,69,408682,366797,-57358,-17.56158565,4059,1.242764325
2023-11-07 12:18:16.013,70,408672,366678,-59081,-18.089125175,-1265,-0.387311375
2023-11-07 12:18:16.013,71,408604,366568,-66122,-20.24490335,-4446,-1.36125405
2023-11-07 12:18:16.043,72,408559,366449,-72687,-22.254942225,-4777,-1.462597975
2023-11-07 12:18:16.043,73,408510,366353,-81600,-24.98388,-2254,-0.69011845
2023-11-07 12:18:16.076,74,408476,366285,-84903,-25.995176025,-1503,-0.460181025
2023-11-07 12:18:16.076,75,408473,366240,-77046,-23.58955905,-4805,-1.471170875
2023-11-07 12:18:16.104,76,408516,366243,-83926,-25.69604305,-9370,-2.86885975
2023-11-07 12:18:16.104,77,408583,366268,-79649,-24.386532575,-13063,-3.999564025
2023-11-07 12:18:16.104,78,408698,366333,-80733,-24.718426275,-16445,-5.035047875
2023-11-07 12:18:16.104,79,408845,366438,-87653,-26.837157275,-19220,-5.8846835
2023-11-07 12:18:16.104,80,408987,366534,-88533,-27.106591275,-20357,-6.232804475
2023-11-07 12:18:16.137,81,409112,366639,-88091,-26.971261925,-20331,-6.224843925
2023-11-07 12:18:16.137,82,409260,366752,-91784,-28.1019662,-21679,-6.637567825
2023-11-07 12:18:16.137,83,409397,366856,-102436,-31.3633423,-25381,-7.771027675
2023-11-07 12:18:16.137,84,409551,366987,-108991,-33.370319425,-30436,-9.3187423
2023-11-07 12:18:16.137,85,409673,367097,-113842,-34.85557435,-37701,-11.543103675
2023-11-07 12:18:16.137,86,409793,367204,-113950,-34.88864125,-46172,-14.1367121
2023-11-07 12:18:16.167,87,409870,367264,-111403,-34.108813525,-53439,-16.361685825
2023-11-07 12:18:16.167,88,409930,367282,-113979,-34.897520325,-60196,-18.4305103
2023-11-07 12:18:16.167,89,409974,367279,-114241,-34.977738175,-67656,-20.7145758
2023-11-07 12:18:16.167,90,409971,367247,-113086,-34.62410605,-75643,-23.159995525
2023-11-07 12:18:16.167,91,409963,367163,-112001,-34.291906175,-81041,-24.812728175
2023-11-07 12:18:16.167,92,409928,367116,-110234,-33.75089495,-82236,-25.1786073
2023-11-07 12:18:16.167,93,409900,367034,-103301,-31.628183675,-82057,-25.123801975
2023-11-07 12:18:16.167,94,409928,366982,-95377,-29.202052975,-81397,-24.921726475
2023-11-07 12:18:16.199,95,409897,366921,-90652,-27.7553761,-81475,-24.945608125
2023-11-07 12:18:16.199,96,409883,366847,-89549,-27.417665075,-83810,-25.66052675
2023-11-07 12:18:16.199,97,409848,366762,-90753,-27.786299775,-86465,-26.473421375
2023-11-07 12:18:16.202,98,409822,366671,-89807,-27.496658225,-87980,-26.9372765
2023-11-07 12:18:16.202,99,409817,366597,-89259,-27.328874325,-90011,-27.559117925
2023-11-07 12:18:16.202,100,409792,366471,-86626,-26.52271555,-94479,-28.927107825
2023-11-07 12:18:16.202,101,409797,366423,-83293,-25.502234275,-100689,-30.828454575
