Time, Sample Count, IR Count, Red Count, Raw ECG, Raw ECG (mV), Filtered ECG, Filtered ECG (mV)
2023-10-21 21:30:51.750,11728,233049,209594,-7427,-2.273961725,-6983,-2.138020025
2023-10-21 21:30:51.782,11729,233094,209607,-7419,-2.271512325,-7225,-2.212114375
2023-10-21 21:30:51.783,11730,233090,209595,-7526,-2.30427305,-7431,-2.275186425
2023-10-21 21:30:51.783,11731,233113,209598,-7379,-2.259265325,-7507,-2.298455725
2023-10-21 21:30:51.783,11732,233142,209611,-7651,-2.342544925,-7467,-2.286208725
2023-10-21 21:30:51.798,11733,233167,209622,-7652,-2.3428511,-7436,-2.2767173
2023-10-21 21:30:51.798,11734,233210,209645,-7768,-2.3783674,-7416,-2.2705938
2023-10-21 21:30:51.798,11735,233239,209655,-7747,-2.371937725,-7387,-2.261714725
2023-10-21 21:30:51.798,11736,233271,209676,-7519,-2.302129825,-7420,-2.2718185
2023-10-21 21:30:51.798,11737,233327,209679,-7868,-2.4089849,-7523,-2.303354525
2023-10-21 21:30:51.826,11738,233365,209666,-7964,-2.4383777,-7620,-2.3330535
2023-10-21 21:30:51.826,11739,233377,209649,-7842,-2.40102435,-7693,-2.355404275
2023-10-21 21:30:51.826,11740,233373,209628,-7665,-2.346831375,-7653,-2.343157275
2023-10-21 21:30:51.826,11741,233355,209600,-7855,-2.405004625,-7601,-2.327236175
2023-10-21 21:30:51.857,11742,233352,209571,-8178,-2.50389915,-7519,-2.302129825
2023-10-21 21:30:51.857,11743,233341,209558,-7808,-2.3906144,-7521,-2.302742175
2023-10-21 21:30:51.857,11744,233336,209540,-7686,-2.35326105,-7579,-2.320500325
2023-10-21 21:30:51.857,11745,233329,209520,-7642,-2.33978935,-7662,-2.34591285
2023-10-21 21:30:51.892,11746,233323,209496,-7812,-2.3918391,-7734,-2.36795745
2023-10-21 21:30:51.892,11747,233280,209484,-7758,-2.37530565,-7708,-2.3599969
2023-10-21 21:30:51.892,11748,233279,209463,-7772,-2.3795921,-7587,-2.322949725
2023-10-21 21:30:51.892,11749,233245,209446,-7805,-2.389695875,-7419,-2.271512325
2023-10-21 21:30:51.892,11750,233232,209452,-7805,-2.389695875,-7421,-2.272124675
2023-10-21 21:30:51.892,11751,233188,209439,-7963,-2.438071525,-7531,-2.305803925
2023-10-21 21:30:51.923,11752,233172,209433,-7954,-2.43531595,-7718,-2.36305865
2023-10-21 21:30:51.923,11753,233169,209425,-7642,-2.33978935,-7859,-2.406229325
2023-10-21 21:30:51.923,11754,233153,209417,-7688,-2.3538734,-7850,-2.40347375
2023-10-21 21:30:51.923,11755,233147,209416,-8107,-2.482160725,-7743,-2.370713025
2023-10-21 21:30:51.923,11756,233099,209390,-8233,-2.520738775,-7622,-2.33366585
2023-10-21 21:30:51.923,11757,233083,209390,-8217,-2.515839975,-7601,-2.327236175
2023-10-21 21:30:51.923,11758,233027,209378,-8020,-2.4555235,-7755,-2.374387125
2023-10-21 21:30:51.954,11759,233023,209372,-7904,-2.4200072,-8011,-2.452767925
2023-10-21 21:30:51.954,11760,232985,209368,-8038,-2.46103465,-8066,-2.46960755
2023-10-21 21:30:51.954,11761,232984,209355,-8168,-2.5008374,-7907,-2.420925725
2023-10-21 21:30:51.954,11762,232965,209322,-8240,-2.522882,-7795,-2.386634125
2023-10-21 21:30:51.954,11763,232949,209337,-8381,-2.566052675,-7696,-2.3563228
2023-10-21 21:30:51.954,11764,232938,209320,-8365,-2.561153875,-7719,-2.363364825
2023-10-21 21:30:51.954,11765,232933,209310,-8425,-2.579524375,-7801,-2.388471175
2023-10-21 21:30:51.954,11766,232960,209296,-8339,-2.553193325,-7878,-2.41204665
2023-10-21 21:30:51.954,11767,233003,209296,-8437,-2.583198475,-7898,-2.41817015
2023-10-21 21:30:51.986,11768,233035,209274,-8620,-2.6392285,-7881,-2.412965175
2023-10-21 21:30:51.986,11769,233039,209238,-8470,-2.59330225,-7845,-2.401942875
2023-10-21 21:30:51.986,11770,233067,209220,-8475,-2.594833125,-7804,-2.3893897
2023-10-21 21:30:51.986,11771,233074,209189,-8479,-2.596057825,-7789,-2.384797075
2023-10-21 21:30:51.986,11772,233074,209147,-8458,-2.58962815,-7790,-2.38510325
2023-10-21 21:30:51.986,11773,233099,209108,-8437,-2.583198475,-7861,-2.406841675
2023-10-21 21:30:51.986,11774,233098,209080,-8208,-2.5130844,-7917,-2.423987475
2023-10-21 21:30:51.986,11775,233126,209045,-8510,-2.60554925,-7936,-2.4298048
2023-10-21 21:30:52.014,11776,233138,209027,-8572,-2.6245321,-7952,-2.4347036
2023-10-21 21:30:52.014,11777,233147,209008,-8296,-2.5400278,-7958,-2.43654065
2023-10-21 21:30:52.014,11778,233184,208996,-8317,-2.546457475,-7974,-2.44143945
2023-10-21 21:30:52.014,11779,233196,208993,-8371,-2.562990925,-8039,-2.461340825
2023-10-21 21:30:52.014,11780,233208,208998,-8440,-2.584117,-8092,-2.4775681
2023-10-21 21:30:52.014,11781,233223,208979,-8035,-2.460116125,-8105,-2.481548375
2023-10-21 21:30:52.014,11782,233247,208986,-7918,-2.42429365,-8155,-2.496857125
2023-10-21 21:30:52.049,11783,233264,208998,-8064,-2.4689952,-8192,-2.5081856
2023-10-21 21:30:52.049,11784,233299,208984,-7989,-2.446032075,-8221,-2.517064675
2023-10-21 21:30:52.049,11785,233318,208988,-7929,-2.427661575,-8303,-2.542171025
2023-10-21 21:30:52.049,11786,233315,208994,-7889,-2.415414575,-8368,-2.5620724
