Time, Sample Count, IR Count, Red Count, Raw ECG, Raw ECG (mV), Filtered ECG, Filtered ECG (mV)
2023-11-08 16:34:17.275,51,229733,204128,-7984,-2.4445012,-30474,-9.33037695
2023-11-08 16:34:17.313,52,229668,204104,-8462,-2.59085285,-29504,-9.0333872
2023-11-08 16:34:17.313,53,229599,204068,-8586,-2.62881855,-20897,-6.398138975
2023-11-08 16:34:17.313,54,229530,204048,-8682,-2.65821135,-11065,-3.387826375
2023-11-08 16:34:17.313,55,229470,204025,-9064,-2.7751702,-6232,-1.9080826
2023-11-08 16:34:17.329,56,229444,204022,-9297,-2.846508975,-8056,-2.4665458
2023-11-08 16:34:17.329,57,229387,203988,-9440,-2.890292,-13014,-3.98456145
2023-11-08 16:34:17.329,58,229350,203981,-9780,-2.9943915,-15914,-4.87246895
2023-11-08 16:34:17.329,59,229701,203960,-10292,-3.1511531,-14247,-4.362075225
2023-11-08 16:34:17.329,60,229688,203963,-10696,-3.2748478,-9509,-2.911418075
2023-11-08 16:34:17.360,61,229693,203958,-11126,-3.40650305,-5169,-1.582618575
2023-11-08 16:34:17.360,62,229696,203957,-11156,-3.4156883,-3813,-1.167445275
2023-11-08 16:34:17.360,63,229655,203961,-10738,-3.28770715,-5525,-1.691616875
2023-11-08 16:34:17.360,64,229676,203962,-10102,-3.09297985,-8324,-2.5486007
2023-11-08 16:34:17.393,65,229656,203941,-9892,-3.0286831,-10133,-3.102471275
2023-11-08 16:34:17.393,66,229656,203939,-9717,-2.975102475,-10166,-3.11257505
2023-11-08 16:34:17.393,67,229684,203954,-9277,-2.840385475,-8885,-2.720364875
2023-11-08 16:34:17.393,68,229654,203950,-8820,-2.7004635,-7407,-2.267838225
2023-11-08 16:34:17.425,69,229675,203940,-8499,-2.602181325,-6637,-2.032083475
2023-11-08 16:34:17.425,70,229681,203964,-8268,-2.5314549,-6793,-2.079846775
2023-11-08 16:34:17.425,71,229702,203953,-7912,-2.4224566,-7732,-2.3673451
2023-11-08 16:34:17.425,72,229710,203951,-7571,-2.318050925,-9152,-2.8021136
2023-11-08 16:34:17.425,73,229716,203967,-7490,-2.29325075,-10454,-3.20075345
2023-11-08 16:34:17.425,74,229755,203971,-7655,-2.343769625,-10960,-3.355678
2023-11-08 16:34:17.454,75,229763,203972,-8009,-2.452155575,-10417,-3.189424975
2023-11-08 16:34:17.454,76,229802,203994,-8049,-2.464402575,-9259,-2.834874325
2023-11-08 16:34:17.454,77,229846,203992,-8104,-2.4812422,-8465,-2.591771375
2023-11-08 16:34:17.454,78,229856,203996,-8533,-2.612591275,-8925,-2.732611875
2023-11-08 16:34:17.454,79,229886,204015,-8876,-2.7176093,-10616,-3.2503538
2023-11-08 16:34:17.454,80,229901,204000,-9019,-2.761392325,-12426,-3.80453055
2023-11-08 16:34:17.454,81,229876,204016,-8679,-2.657292825,-12989,-3.976907075
2023-11-08 16:34:17.489,82,229873,204018,-8258,-2.52839315,-11768,-3.6030674
2023-11-08 16:34:17.489,83,229850,203988,-8041,-2.461953175,-9452,-2.8939661
2023-11-08 16:34:17.489,84,229861,203998,-7960,-2.437153,-7508,-2.2987619
2023-11-08 16:34:17.489,85,229823,203990,-7771,-2.379285925,-7189,-2.201092075
2023-11-08 16:34:17.489,86,229857,203981,-7569,-2.317438575,-8518,-2.60799865
2023-11-08 16:34:17.489,87,229844,203982,-7273,-2.226810775,-10174,-3.11502445
2023-11-08 16:34:17.489,88,229831,203986,-6840,-2.094237,-10534,-3.22524745
2023-11-08 16:34:17.489,89,229841,203975,-6551,-2.005752425,-9058,-2.77333315
2023-11-08 16:34:17.489,90,229871,203982,-6395,-1.957989125,-6770,-2.07280475
2023-11-08 16:34:17.519,91,229887,203995,-6453,-1.975747275,-5404,-1.6545697
2023-11-08 16:34:17.519,92,229877,203982,-6623,-2.027797025,-5965,-1.826333875
2023-11-08 16:34:17.519,93,229900,203990,-6546,-2.00422155,-7914,-2.42306895
2023-11-08 16:34:17.519,94,229891,203989,-6555,-2.006977125,-9750,-2.98520625
2023-11-08 16:34:17.519,95,229896,203994,-6689,-2.048004575,-10231,-3.132476425
2023-11-08 16:34:17.519,96,229927,203993,-6684,-2.0464737,-9213,-2.820790275
2023-11-08 16:34:17.519,97,229889,203988,-6916,-2.1175063,-7684,-2.3526487
2023-11-08 16:34:17.519,98,229906,204006,-7176,-2.1971118,-6925,-2.120261875
2023-11-08 16:34:17.553,99,229937,204012,-6808,-2.0844394,-7518,-2.30182365
2023-11-08 16:34:17.553,100,229944,204011,-6150,-1.88297625,-8910,-2.72801925
2023-11-08 16:34:17.553,101,229938,204021,-6264,-1.9178802,-9848,-3.0152114
