Time, Sample Count, IR Count, Red Count, Raw ECG, Raw ECG (mV), Filtered ECG, Filtered ECG (mV)
2023-10-21 23:46:49.832,19021,214971,191427,-9911,-3.034500425,-10306,-3.15543955
2023-10-21 23:46:49.863,19022,214761,191320,-8258,-2.52839315,-10363,-3.172891525
2023-10-21 23:46:49.863,19023,214490,191223,-8276,-2.5339043,-10174,-3.11502445
2023-10-21 23:46:49.863,19024,214263,191131,-9554,-2.92519595,-10253,-3.139212275
2023-10-21 23:46:49.863,19025,214002,191025,-8488,-2.5988134,-10286,-3.14931605
2023-10-21 23:46:49.895,19026,213805,190945,-7546,-2.31039655,-10062,-3.08073285
2023-10-21 23:46:49.895,19027,213586,190864,-9040,-2.767822,-9942,-3.04399185
2023-10-21 23:46:49.895,19028,213383,190784,-8841,-2.706893175,-10051,-3.077364925
2023-10-21 23:46:49.895,19029,213203,190716,-7384,-2.2607962,-9919,-3.036949825
2023-10-21 23:46:49.895,19030,213073,190660,-8193,-2.508491775,-9715,-2.974490125
2023-10-21 23:46:49.926,19031,212947,190616,-8924,-2.7323057,-9824,-3.0078632
2023-10-21 23:46:49.926,19032,212833,190571,-7552,-2.3122336,-9791,-2.997759425
2023-10-21 23:46:49.926,19033,212734,190532,-7459,-2.283759325,-9543,-2.921828025
2023-10-21 23:46:49.926,19034,212690,190516,-8701,-2.664028675,-9574,-2.93131945
2023-10-21 23:46:49.955,19035,212626,190480,-7795,-2.386634125,-9633,-2.949383775
2023-10-21 23:46:49.955,19036,212588,190469,-6776,-2.0746418,-9388,-2.8743709
2023-10-21 23:46:49.955,19037,212542,190443,-8156,-2.4971633,-9228,-2.8253829
2023-10-21 23:46:49.955,19038,212515,190429,-8018,-2.45491115,-9256,-2.8339558
2023-10-21 23:46:49.955,19039,212496,190424,-6552,-2.0060586,-9008,-2.7580244
2023-10-21 23:46:49.955,19040,212480,190418,-7392,-2.2632456,-8775,-2.686685625
2023-10-21 23:46:49.955,19041,212460,190415,-8232,-2.5204326,-8905,-2.726488375
2023-10-21 23:46:49.987,19042,212461,190417,-6890,-2.10954575,-8850,-2.70964875
2023-10-21 23:46:49.987,19043,212463,190390,-6693,-2.049229275,-8550,-2.61779625
2023-10-21 23:46:49.987,19044,212427,190387,-7991,-2.446644425,-8530,-2.61167275
2023-10-21 23:46:49.987,19045,212421,190382,-7220,-2.2105835,-8532,-2.6122851
2023-10-21 23:46:49.987,19046,212399,190377,-6461,-1.978196675,-8258,-2.52839315
2023-10-21 23:46:49.987,19047,212370,190349,-7937,-2.430110975,-8195,-2.509104125
2023-10-21 23:46:49.987,19048,212361,190343,-7947,-2.433172725,-8368,-2.5620724
2023-10-21 23:46:49.987,19049,212314,190331,-6479,-1.983707825,-8253,-2.526862275
2023-10-21 23:46:50.018,19050,212277,190321,-7372,-2.2571221,-8045,-2.463177875
2023-10-21 23:46:50.018,19051,212269,190303,-8119,-2.485834825,-8076,-2.4726693
2023-10-21 23:46:50.018,19052,212241,190295,-6735,-2.062088625,-7969,-2.439908575
2023-10-21 23:46:50.018,19053,212192,190271,-6584,-2.0158562,-7694,-2.35571045
