Time, Sample Count, IR Count, Red Count, Raw ECG, Raw ECG (mV), Filtered ECG, Filtered ECG (mV)
2023-11-10 13:33:47.161,6172,223131,174283,-5330,-1.63191275,-5496,-1.6827378
2023-11-10 13:33:47.190,6173,223031,174242,-7284,-2.2301787,-5541,-1.696515675
2023-11-10 13:33:47.219,6174,222924,174204,-4895,-1.498726625,-5545,-1.697740375
2023-11-10 13:33:47.219,6175,222776,174136,-4457,-1.364621975,-5491,-1.681206925
2023-11-10 13:33:47.219,6176,222644,174082,-7025,-2.150879375,-5484,-1.6790637
2023-11-10 13:33:47.219,6177,222498,174030,-5686,-1.74091105,-5499,-1.683656325
2023-11-10 13:33:47.253,6178,222335,173976,-4147,-1.269707725,-5468,-1.6741649
2023-11-10 13:33:47.253,6179,222174,173920,-6364,-1.9484977,-5464,-1.6729402
2023-11-10 13:33:47.253,6180,222015,173859,-6737,-2.062700975,-5500,-1.6839625
2023-11-10 13:33:47.253,6181,221852,173811,-4249,-1.300937575,-5482,-1.67845135
2023-11-10 13:33:47.253,6182,221688,173748,-5406,-1.65518205,-5444,-1.6668167
2023-11-10 13:33:47.281,6183,221531,173697,-7093,-2.171699275,-5459,-1.671409325
2023-11-10 13:33:47.281,6184,221405,173644,-4712,-1.4426966,-5456,-1.6704908
2023-11-10 13:33:47.281,6185,221292,173599,-4350,-1.33186125,-5423,-1.660387025
2023-11-10 13:33:47.281,6186,221161,173557,-6837,-2.093318475,-5443,-1.666510525
2023-11-10 13:33:47.281,6187,221078,173522,-5369,-1.643853575,-5473,-1.675695775
2023-11-10 13:33:47.281,6188,220997,173488,-3438,-1.05262965,-5445,-1.667122875
2023-11-10 13:33:47.281,6189,220909,173450,-5836,-1.7868373,-5440,-1.665592
2023-11-10 13:33:47.281,6190,220861,173443,-5945,-1.820210375,-5479,-1.677532825
2023-11-10 13:33:47.319,6191,220791,173437,-3377,-1.033952975,-5476,-1.6766143
2023-11-10 13:33:47.319,6192,220756,173417,-4496,-1.3765628,-5464,-1.6729402
2023-11-10 13:33:47.319,6193,220742,173420,-6200,-1.898285,-5513,-1.687942775
2023-11-10 13:33:47.319,6194,220725,173408,-3785,-1.158872375,-5547,-1.698352725
2023-11-10 13:33:47.319,6195,220742,173407,-3421,-1.047424675,-5540,-1.6962095
2023-11-10 13:33:47.319,6196,220720,173400,-6117,-1.872872475,-5572,-1.7060071
2023-11-10 13:33:47.319,6197,220745,173403,-4836,-1.4806623,-5604,-1.7158047
2023-11-10 13:33:47.319,6198,220753,173406,-2969,-0.909033575,-5579,-1.708150325
2023-11-10 13:33:47.348,6199,220751,173432,-5198,-1.59149765,-5580,-1.7084565
2023-11-10 13:33:47.348,6200,220766,173411,-5585,-1.709987375,-5626,-1.72254055
2023-11-10 13:33:47.348,6201,220774,173435,-3115,-0.953735125,-5624,-1.7219282
2023-11-10 13:33:47.348,6202,220784,173431,-4344,-1.3300242,-5601,-1.714886175
2023-11-10 13:33:47.348,6203,220788,173450,-6016,-1.8419488,-5619,-1.720397325
2023-11-10 13:33:47.348,6204,220814,173442,-3811,-1.166832925,-5595,-1.713049125
2023-11-10 13:33:47.377,6205,220805,173444,-3460,-1.0593655,-5513,-1.687942775
2023-11-10 13:33:47.377,6206,220820,173438,-5959,-1.824496825,-5470,-1.67477725
2023-11-10 13:33:47.377,6207,220835,173434,-4636,-1.4194273,-5439,-1.665285825
2023-11-10 13:33:47.377,6208,220817,173441,-2893,-0.885764275,-5353,-1.638954775
2023-11-10 13:33:47.377,6209,220823,173433,-5258,-1.60986815,-5279,-1.616297825
2023-11-10 13:33:47.377,6210,220803,173424,-5531,-1.693453925,-5231,-1.601601425
2023-11-10 13:33:47.377,6211,220799,173416,-3071,-0.940263425,-5122,-1.56822835
2023-11-10 13:33:47.377,6212,220814,173418,-4205,-1.287465875,-4996,-1.5296503
2023-11-10 13:33:47.377,6213,220803,173417,-5977,-1.830007975,-4934,-1.51066745
2023-11-10 13:33:47.405,6214,220788,173399,-3689,-1.129479575,-4866,-1.48984755
2023-11-10 13:33:47.405,6215,220797,173409,-3380,-1.0348715,-4772,-1.4610671
2023-11-10 13:33:47.405,6216,220801,173413,-5967,-1.826946225,-4733,-1.449126275
2023-11-10 13:33:47.405,6217,220827,173416,-4787,-1.465659725,-4708,-1.4414719
2023-11-10 13:33:47.405,6218,220795,173421,-2948,-0.9026039,-4632,-1.4182026
2023-11-10 13:33:47.405,6219,220834,173419,-5132,-1.5712901,-4584,-1.4035062
2023-11-10 13:33:47.405,6220,220836,173417,-5522,-1.69069835,-4587,-1.404424725
2023-11-10 13:33:47.405,6221,220839,173425,-3103,-0.950061025,-4558,-1.39554565
2023-11-10 13:33:47.438,6222,220834,173418,-4258,-1.30369315,-4531,-1.387278925
2023-11-10 13:33:47.438,6223,220855,173418,-6101,-1.867973675,-4561,-1.396464175
2023-11-10 13:33:47.438,6224,220844,173412,-3815,-1.168057625,-4563,-1.397076525
2023-11-10 13:33:47.438,6225,220847,173401,-3155,-0.965982125,-4517,-1.382992475
2023-11-10 13:33:47.438,6226,220854,173414,-5833,-1.785918775,-4518,-1.38329865
2023-11-10 13:33:47.438,6227,220825,173401,-4663,-1.427694025,-4535,-1.388503625
2023-11-10 13:33:47.471,6228,220813,173388,-2898,-0.88729515,-4502,-1.37839985
2023-11-10 13:33:47.471,6229,220823,173402,-5090,-1.55843075,-4490,-1.37472575
2023-11-10 13:33:47.471,6230,220811,173382,-5496,-1.6827378,-4518,-1.38329865
2023-11-10 13:33:47.471,6231,220802,173383,-2925,-0.895561875,-4500,-1.3777875
2023-11-10 13:33:47.471,6232,220789,173382,-4004,-1.2259247,-4469,-1.368296075
2023-11-10 13:33:47.471,6233,220776,173380,-5944,-1.8199042,-4492,-1.3753381
2023-11-10 13:33:47.471,6234,220766,173359,-3662,-1.12121285,-4496,-1.3765628
2023-11-10 13:33:47.500,6235,220769,173369,-3149,-0.964145075,-4462,-1.36615285
2023-11-10 13:33:47.500,6236,220747,173361,-5774,-1.76785445,-4475,-1.370133125
2023-11-10 13:33:47.500,6237,220753,173352,-4558,-1.39554565,-4502,-1.37839985
2023-11-10 13:33:47.500,6238,220753,173356,-2626,-0.80401555,-4476,-1.3704393
2023-11-10 13:33:47.500,6239,220767,173368,-4958,-1.51801565,-4471,-1.368908425
2023-11-10 13:33:47.500,6240,220757,173359,-5321,-1.629157175,-4508,-1.3802369
2023-11-10 13:33:47.500,6241,220753,173368,-2910,-0.89096925,-4498,-1.37717515
2023-11-10 13:33:47.534,6242,220753,173360,-3950,-1.20939125,-4471,-1.368908425
2023-11-10 13:33:47.534,6243,220744,173362,-5794,-1.77397795,-4496,-1.3765628
2023-11-10 13:33:47.534,6244,220754,173373,-3561,-1.090289175,-4501,-1.378093675
2023-11-10 13:33:47.534,6245,220765,173366,-3073,-0.940875775,-4462,-1.36615285
2023-11-10 13:33:47.534,6246,220771,173363,-5576,-1.7072318,-4465,-1.367071375
2023-11-10 13:33:47.534,6247,220765,173355,-4408,-1.3496194,-4479,-1.371357825
2023-11-10 13:33:47.564,6248,220780,173352,-2710,-0.82973425,-4437,-1.358498475
2023-11-10 13:33:47.564,6249,220772,173356,-4901,-1.500563675,-4414,-1.35145645
2023-11-10 13:33:47.564,6250,220803,173368,-5239,-1.604050825,-4436,-1.3581923
2023-11-10 13:33:47.564,6251,220817,173364,-2813,-0.861270275,-4413,-1.351150275
2023-11-10 13:33:47.564,6252,220840,173367,-3932,-1.2038801,-4375,-1.339515625
2023-11-10 13:33:47.564,6253,220858,173385,-5791,-1.773059425,-4392,-1.3447206
2023-11-10 13:33:47.564,6254,220894,173381,-3496,-1.0703878,-4388,-1.3434959
2023-11-10 13:33:47.594,6255,220911,173405,-2949,-0.902910075,-4338,-1.32818715
2023-11-10 13:33:47.594,6256,220961,173399,-5480,-1.677839,-4334,-1.32696245
2023-11-10 13:33:47.594,6257,220987,173400,-4373,-1.338903275,-4348,-1.3312489
2023-11-10 13:33:47.594,6258,221011,173436,-2499,-0.765131325,-4311,-1.319920425
2023-11-10 13:33:47.594,6259,221024,173436,-4729,-1.447901575,-4292,-1.3141031
2023-11-10 13:33:47.594,6260,221078,173450,-5210,-1.59517175,-4315,-1.321145125
2023-11-10 13:33:47.626,6261,221115,173454,-2599,-0.795748825,-4290,-1.31349075
2023-11-10 13:33:47.626,6262,221141,173473,-3615,-1.106822625,-4252,-1.3018561
2023-11-10 13:33:47.626,6263,221191,173485,-5533,-1.694066275,-4270,-1.30736725
2023-11-10 13:33:47.626,6264,221208,173499,-3488,-1.0679384,-4270,-1.30736725
2023-11-10 13:33:47.626,6265,221265,173511,-3023,-0.925567025,-4229,-1.294814075
2023-11-10 13:33:47.626,6266,221297,173523,-5491,-1.681206925,-4233,-1.296038775
2023-11-10 13:33:47.626,6267,221330,173529,-4405,-1.348700875,-4249,-1.300937575
2023-11-10 13:33:47.626,6268,221348,173539,-2408,-0.7372694,-4213,-1.289915275
2023-11-10 13:33:47.655,6269,221374,173545,-4546,-1.39187155,-4199,-1.285628825
2023-11-10 13:33:47.655,6270,221411,173564,-5020,-1.5369985,-4231,-1.295426425
2023-11-10 13:33:47.655,6271,221442,173572,-2556,-0.7825833,-4219,-1.291752325
2023-11-10 13:33:47.655,6272,221463,173573,-3615,-1.106822625,-4188,-1.2822609
2023-11-10 13:33:47.655,6273,221494,173582,-5461,-1.672021675,-4205,-1.287465875
2023-11-10 13:33:47.655,6274,221501,173595,-3338,-1.02201215,-4202,-1.28654735
2023-11-10 13:33:47.655,6275,221548,173602,-2809,-0.860045575,-4158,-1.27307565
2023-11-10 13:33:47.692,6276,221552,173616,-5143,-1.574658025,-4157,-1.272769475
2023-11-10 13:33:47.692,6277,221576,173629,-4238,-1.29756965,-4170,-1.27674975
2023-11-10 13:33:47.692,6278,221581,173622,-2599,-0.795748825,-4129,-1.264196575
2023-11-10 13:33:47.692,6279,221630,173629,-4660,-1.4267755,-4103,-1.256236025
2023-11-10 13:33:47.692,6280,221617,173617,-4888,-1.4965834,-4116,-1.2602163
