Time, Sample Count, IR Count, Red Count, Raw ECG, Raw ECG (mV), Filtered ECG, Filtered ECG (mV)
2023-11-30 18:11:59.635,79333,208474,165328,-11592,-3.5491806,3684,1.1279487
2023-11-30 18:11:59.666,79334,208557,165362,-111,-0.033985425,3422,1.04773085
2023-11-30 18:11:59.666,79335,208687,165412,5465,1.673246375,3367,1.030891225
2023-11-30 18:11:59.666,79336,208794,165438,-6858,-2.09974815,3148,0.9638389
2023-11-30 18:11:59.666,79337,208916,165471,-6674,-2.04341195,2716,0.8315713
2023-11-30 18:11:59.696,79338,208975,165499,5809,1.778570575,2508,0.7678869
2023-11-30 18:11:59.696,79339,209034,165526,-288,-0.0881784,2279,0.697772825
2023-11-30 18:11:59.696,79340,209049,165518,-10114,-3.09665395,1758,0.53825565
2023-11-30 18:11:59.696,79341,209007,165496,4873,1.491990775,1404,0.4298697
2023-11-30 18:11:59.696,79342,208859,165424,4620,1.4145285,1204,0.3686347
2023-11-30 18:11:59.716,79343,208592,165302,-9181,-2.810992675,763,0.233611525
2023-11-30 18:11:59.716,79344,208149,165121,1431,0.438136425,292,0.0894031
2023-11-30 18:11:59.716,79345,207598,164901,6928,2.1211804,112,0.0342916
2023-11-30 18:11:59.716,79346,206966,164685,-4235,-1.296651125,-191,-0.058479425
2023-11-30 18:11:59.747,79347,206368,164459,-4423,-1.354212025,-684,-0.2094237
2023-11-30 18:11:59.747,79348,205798,164272,7825,2.395819375,-894,-0.27372045
2023-11-30 18:11:59.747,79349,205303,164115,2000,0.61235,-1081,-0.330975175
2023-11-30 18:11:59.747,79350,204781,163918,-8381,-2.566052675,-1507,-0.461405725
2023-11-30 18:11:59.778,79351,204274,163750,6285,1.924309875,-1672,-0.5119246
2023-11-30 18:11:59.778,79352,203808,163851,5962,1.82541535,-1607,-0.492023225
2023-11-30 18:11:59.778,79353,203460,163728,-7442,-2.27855435,-1776,-0.5437668
2023-11-30 18:11:59.778,79354,203130,163626,1920,0.587856,-1943,-0.594898025
2023-11-30 18:11:59.778,79355,202830,163515,7579,2.320500325,-1811,-0.554482925
2023-11-30 18:11:59.778,79356,202546,163434,-2292,-0.7017531,-1793,-0.548971775
2023-11-30 18:11:59.808,79357,202276,163356,-3805,-1.164995875,-1949,-0.596735075
2023-11-30 18:11:59.808,79358,202046,163269,7911,2.422150425,-1793,-0.548971775
2023-11-30 18:11:59.808,79359,201830,163208,3589,1.098862075,-1580,-0.4837565
2023-11-30 18:11:59.808,79360,201627,163149,-7177,-2.197417975,-1611,-0.493247925
2023-11-30 18:11:59.808,79361,201475,163102,6522,1.99687335,-1435,-0.439361125
2023-11-30 18:11:59.808,79362,201326,163050,6982,2.13771385,-1080,-0.330669
2023-11-30 18:11:59.808,79363,201237,163037,-5791,-1.773059425,-982,-0.30066385
2023-11-30 18:11:59.840,79364,201136,163008,2524,0.7727857,-891,-0.272801925
2023-11-30 18:11:59.840,79365,201091,163005,8281,2.535435175,-514,-0.15737395
2023-11-30 18:11:59.840,79366,201061,162996,-458,-0.14022815,-276,-0.0845043
2023-11-30 18:11:59.840,79367,201023,163000,-2724,-0.8340207,-259,-0.079299325
2023-11-30 18:11:59.840,79368,201016,162998,8735,2.674438625,18,0.00551115
2023-11-30 18:11:59.840,79369,201024,163005,5078,1.55475665,313,0.095832775
2023-11-30 18:11:59.871,79370,201042,163015,-5858,-1.79357315,313,0.095832775
2023-11-30 18:11:59.871,79371,201069,163025,7121,2.180272175,445,0.136247875
2023-11-30 18:11:59.871,79372,201088,163027,8031,2.458891425,716,0.2192213
2023-11-30 18:11:59.871,79373,201105,163047,-3962,-1.21306535,730,0.22350775
2023-11-30 18:11:59.871,79374,201095,163037,3385,1.036402375,707,0.216465725
2023-11-30 18:11:59.871,79375,201115,163051,9408,2.8804944,944,0.2890292
2023-11-30 18:11:59.871,79376,201141,163048,1365,0.417928875,1069,0.327301075
2023-11-30 18:11:59.871,79377,201142,163052,-1835,-0.561831125,995,0.304644125
2023-11-30 18:11:59.902,79378,201147,163043,9559,2.926726825,1177,0.360367975
2023-11-30 18:11:59.902,79379,201125,163045,6542,2.00299685,1385,0.424052375
2023-11-30 18:11:59.902,79380,201115,163031,-4577,-1.401362975,1322,0.40476335
2023-11-30 18:11:59.902,79381,201124,163035,8358,2.55901065,1397,0.427726475
2023-11-30 18:11:59.902,79382,201135,163027,9245,2.830587875,1646,0.50396405
2023-11-30 18:11:59.902,79383,201113,163038,-2360,-0.722573,1687,0.516517225
2023-11-30 18:11:59.902,79384,201118,163037,4213,1.289915275,1688,0.5168234
2023-11-30 18:11:59.934,79385,201112,163035,9970,3.05256475,1946,0.59581655
2023-11-30 18:11:59.934,79386,201114,163035,2945,0.901685375,2109,0.645723075
2023-11-30 18:11:59.934,79387,201112,163024,-818,-0.25045115,2059,0.630414325
2023-11-30 18:11:59.934,79388,201102,163042,10493,3.212694275,2239,0.685525825
2023-11-30 18:11:59.934,79389,201096,163031,7555,2.313152125,2467,0.755333725
2023-11-30 18:11:59.965,79390,201115,163045,-3186,-0.97547355,2440,0.747067
2023-11-30 18:11:59.965,79391,201116,163031,9414,2.88233145,2533,0.775541275
2023-11-30 18:11:59.965,79392,201134,163048,10228,3.1315579,2800,0.85729
