Time, Sample Count, IR Count, Red Count, Raw ECG, Raw ECG (mV), Filtered ECG, Filtered ECG (mV)
2023-11-30 18:14:06.208,91182,219499,169826,2165,0.662868875,3432,1.0507926
2023-11-30 18:14:06.238,91183,219501,169812,8834,2.70474995,3517,1.076817475
2023-11-30 18:14:06.268,91184,219504,169817,2602,0.79666735,3553,1.087839775
2023-11-30 18:14:06.268,91185,219524,169823,-1422,-0.43538085,3429,1.049874075
2023-11-30 18:14:06.268,91186,219531,169813,8230,2.51982025,3453,1.057222275
2023-11-30 18:14:06.268,91187,219544,169815,6269,1.919411075,3531,1.081103925
2023-11-30 18:14:06.298,91188,219542,169814,-2497,-0.764518975,3426,1.04895555
2023-11-30 18:14:06.298,91189,219540,169821,5683,1.739992525,3372,1.0324221
2023-11-30 18:14:06.298,91190,219558,169829,8497,2.601568975,3460,1.0593655
2023-11-30 18:14:06.298,91191,219560,169821,-524,-0.1604357,3418,1.04650615
2023-11-30 18:14:06.298,91192,219556,169817,1792,0.5486656,3314,1.01466395
2023-11-30 18:14:06.328,91193,219584,169807,8950,2.74026625,3408,1.0434444
2023-11-30 18:14:06.328,91194,219597,169831,2692,0.8242231,3472,1.0630396
2023-11-30 18:14:06.328,91195,219578,169833,-2237,-0.684913475,3374,1.03303445
2023-11-30 18:14:06.328,91196,219612,169820,7107,2.175985725,3427,1.049261725
2023-11-30 18:14:06.359,91197,219616,169824,5292,1.6202781,3550,1.08692125
2023-11-30 18:14:06.359,91198,219603,169816,-3617,-1.107434975,3496,1.0703878
2023-11-30 18:14:06.359,91199,219591,169820,4730,1.44820775,3495,1.070081625
2023-11-30 18:14:06.359,91200,219613,169825,8237,2.521963475,3653,1.118457275
2023-11-30 18:14:06.359,91201,219615,169818,-136,-0.0416398,3677,1.125805475
2023-11-30 18:14:06.359,91202,219617,169797,1947,0.596122725,3603,1.103148525
2023-11-30 18:14:06.359,91203,219620,169810,8868,2.7151599,3702,1.13345985
2023-11-30 18:14:06.388,91204,219609,169810,3294,1.00854045,3765,1.152748875
